Currency,Date,"Buy Rate","Sell Rate"
USD,2022-11-04,360.8893,371.6809
USD,2022-11-03,360.7631,371.5650
USD,2022-11-02,360.7104,371.5123
USD,2022-11-01,360.6578,371.4597
USD,2022-10-31,360.6537,371.2103
USD,2022-10-28,360.6345,371.2296
USD,2022-10-27,360.6537,371.2103
USD,2022-10-26,360.6537,371.2103
USD,2022-10-25,360.7106,371.2612
USD,2022-10-21,360.7312,371.2425
USD,2022-10-20,360.5935,371.1179
USD,2022-10-19,360.4507,370.9750
USD,2022-10-18,360.4084,370.9316
USD,2022-10-17,360.3548,370.8637
USD,2022-10-14,359.8172,370.7183
USD,2022-10-13,359.6987,370.4261
USD,2022-10-12,359.6618,370.3945
USD,2022-10-11,359.2355,369.9682
USD,2022-10-07,359.1671,369.9156
USD,2022-10-06,359.1618,369.8629
USD,2022-10-05,359.1618,369.9103
USD,2022-10-04,359.1618,369.9103
USD,2022-10-03,359.1618,369.9103
USD,2022-09-30,359.1618,369.9103
USD,2022-09-29,359.1618,369.9103
USD,2022-09-28,359.1876,369.9371
USD,2022-09-27,359.1876,369.9371
USD,2022-09-26,359.1876,369.9371
USD,2022-09-23,359.1876,369.9235
USD,2022-09-22,359.1876,369.9235
USD,2022-09-21,359.1797,369.9424
USD,2022-09-20,359.1381,369.9003
USD,2022-09-19,359.1750,369.9371
USD,2022-09-16,358.9434,369.9135
USD,2022-09-15,358.9306,369.7126
USD,2022-09-14,358.9306,369.7126
USD,2022-09-13,358.7880,369.6183
USD,2022-09-12,358.7807,369.6151
USD,2022-09-09,358.5388,369.5017
USD,2022-09-08,358.4178,369.3806
USD,2022-09-07,358.3300,369.3395
USD,2022-09-06,358.0556,369.0280
USD,2022-09-05,358.0556,369.0280
USD,2022-09-02,357.8334,369.0956
USD,2022-09-01,357.5138,368.8612
USD,2022-08-31,357.5571,368.9007
USD,2022-08-30,357.9322,368.8990
USD,2022-08-29,357.8093,368.7830
USD,2022-08-26,357.8045,369.0166
USD,2022-08-25,357.4017,368.7116
USD,2022-08-24,357.4017,368.7116
USD,2022-08-23,357.4017,368.7116
USD,2022-08-22,357.3779,368.6905
USD,2022-08-19,357.4100,368.7200
USD,2022-08-18,357.3367,368.7038
USD,2022-08-17,357.3151,368.6827
USD,2022-08-16,357.3756,368.6872
USD,2022-08-15,357.2923,368.6066
USD,2022-08-12,357.2491,368.5670
USD,2022-08-10,357.3007,368.6127
USD,2022-08-09,357.2995,368.6127
USD,2022-08-08,357.1491,368.4698
USD,2022-08-05,357.1997,368.5198
USD,2022-08-04,357.2279,368.5416
USD,2022-08-03,357.2223,368.4999
USD,2022-08-02,357.3077,368.5388
USD,2022-08-01,357.2753,368.5064
USD,2022-07-29,357.1697,368.4121
USD,2022-07-28,357.4406,368.4922
USD,2022-07-27,357.4406,368.4922
USD,2022-07-26,357.5189,368.5144
USD,2022-07-25,357.4611,368.5067
USD,2022-07-22,357.9442,368.6321
USD,2022-07-21,358.3145,368.9187
USD,2022-07-20,358.5352,368.9001
USD,2022-07-19,357.8593,368.4926
USD,2022-07-18,357.6061,368.3433
USD,2022-07-15,357.9486,368.5245
USD,2022-07-14,358.1456,368.7594
USD,2022-07-12,356.9558,368.3011
USD,2022-07-11,357.7933,368.3974
USD,2022-07-08,356.8217,367.6651
USD,2022-07-07,356.8065,368.0616
USD,2022-07-06,356.0489,367.3317
USD,2022-07-05,355.9533,367.2998
USD,2022-07-04,356.5951,367.3155
USD,2022-07-01,356.4236,367.2423
USD,2022-06-30,355.7601,367.1246
USD,2022-06-29,355.8173,367.0703
USD,2022-06-28,356.0634,367.2255
USD,2022-06-27,356.2373,367.4039
USD,2022-06-24,356.1255,367.1686
USD,2022-06-23,356.6729,367.3982
USD,2022-06-22,356.4424,367.1121
USD,2022-06-21,357.2826,367.7352
USD,2022-06-20,356.2897,366.8380
USD,2022-06-17,355.5141,366.3277
USD,2022-06-16,355.6785,366.4915
USD,2022-06-15,355.7074,366.5065
USD,2022-06-13,355.7263,366.5254
USD,2022-06-10,355.6074,366.5287
USD,2022-06-09,355.8183,366.7956
USD,2022-06-08,355.6855,366.5762
USD,2022-06-07,356.0968,366.2398
USD,2022-06-06,355.2941,365.2660
USD,2022-06-03,355.3140,365.2861
USD,2022-06-02,355.6119,365.5882
USD,2022-06-01,355.1253,365.0948
USD,2022-05-31,355.7708,365.7493
USD,2022-05-30,355.7708,365.7493
USD,2022-05-27,354.2712,364.2289
USD,2022-05-26,354.7280,364.6920
USD,2022-05-25,354.4003,364.3597
USD,2022-05-24,354.4003,364.3597
USD,2022-05-23,354.4599,364.4202
USD,2022-05-20,354.4897,364.4504
USD,2022-05-19,354.5691,364.5309
USD,2022-05-18,354.6684,364.6316
USD,2022-05-17,354.7678,364.7323
USD,2022-05-13,355.0160,364.9840
USD,2022-05-12,364.2270,377.4967
USD,2022-05-11,361.7270,374.9967
USD,2022-05-09,361.7270,374.9967
USD,2022-05-06,361.7270,374.9967
USD,2022-05-05,356.8395,369.9991
USD,2022-05-04,350.0597,362.9987
USD,2022-04-29,347.0597,359.9987
USD,2022-04-28,342.1673,354.9960
USD,2022-04-27,337.8229,350.4972
USD,2022-04-26,333.8875,346.4956
USD,2022-04-25,330.0000,342.4979
USD,2022-04-22,327.5000,339.9979
USD,2022-04-21,327.5000,339.9979
USD,2022-04-20,327.5000,339.9979
USD,2022-04-19,327.5000,339.9979
USD,2022-04-18,322.7201,334.9975
USD,2022-04-12,319.2050,329.9975
USD,2022-04-11,316.7950,327.4999
USD,2022-04-08,310.8802,321.4971
USD,2022-04-07,309.3802,319.9971
USD,2022-04-06,298.1064,308.4951
USD,2022-04-05,293.2305,303.4964
USD,2022-04-04,289.7255,299.9914
USD,2022-04-01,289.2425,299.4908
USD,2022-03-31,288.7475,298.9958
USD,2022-03-30,288.7475,298.9958
USD,2022-03-29,288.7475,298.9958
USD,2022-03-28,288.7475,298.9958
USD,2022-03-25,284.8205,294.9987
USD,2022-03-24,279.9056,289.9960
USD,2022-03-23,274.9957,284.9983
USD,2022-03-22,272.0686,282.4956
USD,2022-03-21,264.6677,274.9979
USD,2022-03-18,264.6677,274.9979
USD,2022-03-16,264.6677,274.9979
USD,2022-03-15,259.7620,269.9952
USD,2022-03-14,249.9603,259.9999
USD,2022-03-11,249.9603,259.9999
USD,2022-03-10,249.9603,259.9999
USD,2022-03-09,225.2013,229.9987
USD,2022-03-08,225.2013,229.9987
USD,2022-03-07,198.5008,202.9992
USD,2022-03-04,198.5008,202.9992
USD,2022-03-03,198.5008,202.9992
USD,2022-03-02,198.5008,202.9992
USD,2022-02-28,198.5008,202.9992
USD,2022-02-25,198.5008,202.9992
USD,2022-02-24,198.5008,202.9992
USD,2022-02-23,198.5008,202.9992
USD,2022-02-22,198.5008,202.9992
USD,2022-02-21,198.5008,202.9992
USD,2022-02-18,198.5008,202.9992
USD,2022-02-17,198.5008,202.9992
USD,2022-02-15,198.5008,202.9992
USD,2022-02-14,198.5008,202.9992
USD,2022-02-11,198.5008,202.9992
USD,2022-02-10,198.5008,202.9992
USD,2022-02-09,198.5008,202.9992
USD,2022-02-08,198.5008,202.9992
USD,2022-02-07,198.5008,202.9992
USD,2022-02-03,198.5008,202.9992
USD,2022-02-02,198.5008,202.9992
USD,2022-02-01,198.5008,202.9992
USD,2022-01-31,198.5008,202.9992
USD,2022-01-28,198.5008,202.9992
USD,2022-01-27,198.5008,202.9992
USD,2022-01-26,198.5008,202.9992
USD,2022-01-25,198.5008,202.9992
USD,2022-01-24,198.5008,202.9992
USD,2022-01-21,198.5008,202.9992
USD,2022-01-20,198.5008,202.9992
USD,2022-01-19,198.5008,202.9992
USD,2022-01-18,198.5008,202.9992
USD,2022-01-13,198.5008,202.9992
USD,2022-01-12,198.5008,202.9992
USD,2022-01-11,198.5008,202.9992
USD,2022-01-10,198.5008,202.9992
USD,2022-01-07,198.5008,202.9992
USD,2022-01-06,198.5008,202.9992
USD,2022-01-05,198.5008,202.9992
USD,2022-01-04,198.5008,202.9992
USD,2022-01-03,198.5008,202.9992
USD,2021-12-31,198.5008,202.9992
USD,2021-12-30,198.5008,202.9992
USD,2021-12-29,198.5008,202.9992
USD,2021-12-28,198.5008,202.9992
USD,2021-12-27,198.5008,202.9992
USD,2021-12-24,198.5008,202.9992
USD,2021-12-23,198.5008,202.9992
USD,2021-12-22,198.5008,202.9992
USD,2021-12-21,198.5008,202.9992
USD,2021-12-20,198.5008,202.9992
USD,2021-12-17,198.5008,202.9992
USD,2021-12-16,198.5008,202.9992
USD,2021-12-15,198.5008,202.9992
USD,2021-12-14,198.5008,202.9992
USD,2021-12-13,198.5008,202.9992
USD,2021-12-10,198.5008,202.9992
USD,2021-12-09,198.5008,202.9992
USD,2021-12-08,198.5008,202.9992
USD,2021-12-07,198.5008,202.9992
USD,2021-12-06,198.5008,202.9992
USD,2021-12-03,198.5008,202.9992
USD,2021-12-02,198.5008,202.9992
USD,2021-12-01,198.5008,202.9992
USD,2021-11-30,198.5008,202.9992
USD,2021-11-29,198.5008,202.9992
USD,2021-11-26,198.5008,202.9992
USD,2021-11-25,198.5008,202.9992
USD,2021-11-24,198.5008,202.9992
USD,2021-11-23,198.5008,202.9992
USD,2021-11-22,198.5008,202.9992
USD,2021-11-19,198.5008,202.9992
USD,2021-11-17,198.5008,202.9992
USD,2021-11-16,198.5008,202.9992
USD,2021-11-15,198.5008,202.9992
USD,2021-11-12,198.5008,202.9992
USD,2021-11-11,198.5008,202.9992
USD,2021-11-10,198.5008,202.9992
USD,2021-11-09,198.5008,202.9992
USD,2021-11-08,198.5008,202.9992
USD,2021-11-05,198.5008,202.9992
USD,2021-11-03,198.5008,202.9992
USD,2021-11-02,198.5008,202.9992
USD,2021-11-01,198.5008,202.9992
USD,2021-10-29,198.5008,202.9992
USD,2021-10-28,198.5008,202.9992
USD,2021-10-27,198.5008,202.9992
USD,2021-10-26,198.5008,202.9992
USD,2021-10-25,198.5008,202.9992
USD,2021-10-22,198.5008,202.9992
USD,2021-10-21,198.5008,202.9992
USD,2021-10-18,198.5008,202.9992
USD,2021-10-15,198.5008,202.9992
USD,2021-10-14,198.5008,202.9992
USD,2021-10-13,198.5008,202.9992
USD,2021-10-12,198.5008,202.9992
USD,2021-10-11,198.5008,202.9992
USD,2021-10-08,198.5008,202.9992
USD,2021-10-07,198.5008,202.9992
USD,2021-10-06,198.5008,202.9992
USD,2021-10-05,198.5008,202.9992
USD,2021-10-04,198.5008,202.9992
USD,2021-10-01,198.5008,202.9992
USD,2021-09-30,198.5008,202.9992
USD,2021-09-29,198.5008,202.9992
USD,2021-09-28,198.5008,202.9992
USD,2021-09-27,198.5008,202.9992
USD,2021-09-24,198.5008,202.9992
USD,2021-09-23,198.5008,202.9992
USD,2021-09-22,198.5008,202.9992
USD,2021-09-21,198.5008,202.9992
USD,2021-09-17,198.5008,202.9992
USD,2021-09-16,198.5008,202.9992
USD,2021-09-15,198.5008,202.9992
USD,2021-09-14,198.5008,202.9992
USD,2021-09-13,198.5008,202.9992
USD,2021-09-10,198.5008,202.9992
USD,2021-09-09,198.5008,202.9992
USD,2021-09-08,198.5008,202.9992
USD,2021-09-07,198.5008,202.9992
USD,2021-09-06,198.5000,203.0000
USD,2021-09-03,198.5008,202.9992
USD,2021-09-02,198.5008,202.9992
USD,2021-09-01,198.8649,203.8701
USD,2021-08-31,198.9023,204.8977
USD,2021-08-30,197.9023,202.8977
USD,2021-08-27,198.1023,202.8977
USD,2021-08-26,197.9023,202.8977
USD,2021-08-25,197.9023,202.8977
USD,2021-08-24,197.9023,202.8977
USD,2021-08-23,197.9023,202.8977
USD,2021-08-20,198.1983,202.8977
USD,2021-08-19,197.8983,202.8977
USD,2021-08-18,198.3983,202.8977
USD,2021-08-17,198.1983,202.8977
USD,2021-08-16,198.3983,202.8977
USD,2021-08-13,198.5983,202.8977
USD,2021-08-12,197.6023,202.8977
USD,2021-08-11,198.2983,202.8977
USD,2021-08-10,198.1983,202.8977
USD,2021-08-09,197.8023,202.8977
USD,2021-08-06,198.3183,202.8977
USD,2021-08-05,198.3183,202.8977
USD,2021-08-04,198.0983,202.8977
USD,2021-08-03,198.0983,202.8977
USD,2021-08-02,197.2063,202.8977
USD,2021-07-30,198.3983,202.8977
USD,2021-07-29,197.6023,202.8977
USD,2021-07-28,197.9023,202.8977
USD,2021-07-27,197.8023,202.8977
USD,2021-07-26,197.9023,202.8977
USD,2021-07-22,197.9223,202.8977
USD,2021-07-20,197.9023,202.8977
USD,2021-07-19,197.9023,202.8977
USD,2021-07-16,198.1223,202.8977
USD,2021-07-15,198.1183,202.8977
USD,2021-07-14,197.9023,202.8977
USD,2021-07-13,198.3183,202.8977
USD,2021-07-12,198.2183,202.8977
USD,2021-07-09,197.9023,202.8977
USD,2021-07-08,197.9023,202.8977
USD,2021-07-07,198.1183,202.8977
USD,2021-07-06,197.8023,202.8977
USD,2021-07-05,197.5023,202.8977
USD,2021-07-02,198.2183,202.8977
USD,2021-07-01,197.4023,202.8977
USD,2021-06-30,197.3263,202.8977
USD,2021-06-29,197.3063,202.8977
USD,2021-06-28,197.3063,202.8977
USD,2021-06-25,197.5223,202.8977
USD,2021-06-23,197.9223,202.8977
USD,2021-06-22,198.0303,202.8896
USD,2021-06-21,197.9103,202.8896
USD,2021-06-18,198.0303,202.8896
USD,2021-06-17,198.0303,202.8896
USD,2021-06-16,197.9303,202.8896
USD,2021-06-15,197.9303,202.8896
USD,2021-06-14,198.1103,202.8896
USD,2021-06-11,198.1303,202.8896
USD,2021-06-10,197.9103,202.8896
USD,2021-06-09,197.9103,202.8896
USD,2021-06-08,197.9283,202.8877
USD,2021-06-07,197.8103,202.8896
USD,2021-06-04,198.1303,202.8896
USD,2021-06-03,197.8103,202.8896
USD,2021-06-02,197.9103,202.8896
USD,2021-06-01,198.0283,202.8877
USD,2021-05-31,197.9103,202.8896
USD,2021-05-28,197.9103,202.8896
USD,2021-05-25,198.0303,202.8896
USD,2021-05-24,197.9103,202.8896
USD,2021-05-21,198.2989,202.8796
USD,2021-05-20,198.1789,202.8796
USD,2021-05-19,198.2989,202.8796
USD,2021-05-18,198.2691,202.8494
USD,2021-05-17,197.5023,202.8977
USD,2021-05-13,197.3841,202.2820
USD,2021-05-12,197.8180,201.9480
USD,2021-05-11,197.5980,201.9480
USD,2021-05-10,197.5980,201.9480
USD,2021-05-07,197.5503,201.8988
USD,2021-05-06,196.7723,201.8788
USD,2021-05-05,195.0848,199.9410
USD,2021-05-04,195.1800,199.9300
USD,2021-05-03,195.7300,199.8900
USD,2021-04-30,195.9100,199.8700
USD,2021-04-29,196.1100,199.8700
USD,2021-04-28,194.8600,199.5200
USD,2021-04-27,194.3865,199.4185
USD,2021-04-23,192.5105,198.4895
USD,2021-04-22,193.4075,199.3925
USD,2021-04-21,195.1000,200.9000
USD,2021-04-20,190.2905,195.2145
USD,2021-04-19,187.9300,191.9700
USD,2021-04-16,195.7200,201.2800
USD,2021-04-15,199.8080,204.6280
USD,2021-04-12,199.1500,203.7300
USD,2021-04-09,199.0400,203.5900
USD,2021-04-08,199.2100,203.5000
USD,2021-04-07,198.5600,202.8800
USD,2021-04-06,198.0000,202.7000
USD,2021-04-05,197.2500,201.9500
USD,2021-04-01,197.0000,202.1000
USD,2021-03-31,197.6200,202.0400
USD,2021-03-30,196.8300,201.9300
USD,2021-03-29,197.2800,201.7700
USD,2021-03-26,196.7200,201.6000
USD,2021-03-25,196.4100,201.0100
USD,2021-03-24,196.9248,201.1935
USD,2021-03-23,196.3948,200.8635
USD,2021-03-22,195.3773,200.0401
USD,2021-03-19,195.2800,200.1900
USD,2021-03-18,195.3045,201.5005
USD,2021-03-17,197.5800,201.7500
USD,2021-03-16,195.2800,200.0600
USD,2021-03-15,194.4280,198.9640
USD,2021-03-12,194.4440,198.8740
USD,2021-03-10,194.3740,198.6620
USD,2021-03-09,194.3540,198.6820
USD,2021-03-08,194.0460,198.5760
USD,2021-03-05,194.0100,198.3400
USD,2021-03-04,193.9400,198.2700
USD,2021-03-03,193.9900,198.3200
USD,2021-03-02,192.4900,197.3200
USD,2021-03-01,192.0100,197.0500
USD,2021-02-25,192.8800,196.6200
USD,2021-02-24,192.0000,196.4000
USD,2021-02-23,191.1900,195.9300
USD,2021-02-22,193.1300,197.5300
USD,2021-02-19,193.5800,198.5800
USD,2021-02-18,193.3913,198.3847
USD,2021-02-17,193.6565,198.9485
USD,2021-02-16,193.2575,197.9775
USD,2021-02-15,192.7900,197.0300
USD,2021-02-12,191.2395,196.3655
USD,2021-02-11,193.5370,198.6680
USD,2021-02-10,192.2300,197.4500
USD,2021-02-09,192.5700,196.8100
USD,2021-02-08,191.9670,196.5069
USD,2021-02-05,191.5900,196.0300
USD,2021-02-03,192.3200,197.6200
USD,2021-02-02,190.4000,195.5000
USD,2021-02-01,188.6300,193.1700
USD,2021-01-29,189.6615,194.4435
USD,2021-01-27,193.1921,198.2435
USD,2021-01-26,192.4000,198.8000
USD,2021-01-25,194.1900,199.6500
USD,2021-01-22,194.3125,199.1875
USD,2021-01-21,193.1600,197.6800
USD,2021-01-20,192.8513,198.2647
USD,2021-01-19,190.8900,196.0500
USD,2021-01-18,191.6475,196.0262
USD,2021-01-15,190.7700,196.0500
USD,2021-01-13,190.3300,194.0700
USD,2021-01-12,188.4900,193.6500
USD,2021-01-11,188.0500,192.4700
USD,2021-01-08,186.2800,190.9800
USD,2021-01-07,187.1000,191.7700
USD,2021-01-06,187.5400,191.9600
USD,2021-01-05,187.6000,191.9000
USD,2021-01-04,184.8200,189.8800
USD,2021-01-01,184.9800,189.8000
